X2_phon,Freq
SaRZ,32.86
SaRite,13.75
SaRlEstOn,0.27
SaRlOt,0.99
SaRm2z,1.08
SaRnjER,0.38
SaRON,3.64
SaRp@t,0.59
SaRp@tjER,2.57
SaRpi,0.52
SaR9tjER,0.19
SaREt,6.98
SaRy,1.54
SaRt,1.07
SaRtR2z,0.34
Sas,47.99
SasREs,34.92
Sas2z,34.92
Sast9te,2.37
Sazybl,0.11
SatjER,0.14
Satuj,0.88
Sat,93
Sod,13.84
Sodpis,0.15
SodjER,2.62
Sof,0.89
SofREt,0.12
SofRi,0.64
Sof2z,40.59
SomjER,1.47
Somin,0.11
Sose,1.87
SosEt,16.45
SosyR,73.58
SovsuRi,7.16
So,1.32
tSEklist,0.22
SEftEn,0.13
S9ftEn,0.13
S9mine,11.39
S9miz,43.66
S9mizRi,0.16
S9mizEt,0.16
S9nij,2.14
SERS2z,5.74
S9valRi,0.77
S9valjER,0.47
S9voSe,0.56
S9vlyR,2.52
S9vij,12.24
S9vijEt,0.1
S9vREt,0.11
S9vRijER,0.35
S9vRotin,0.78
Sje,0.22
Sjas,0.94
Sika,0.71
Sikan,0.45
SikoRe,0.59
SikOt,0.22
SjEn,223.53
SjEnRi,0.3
Sj5,223.53
SijRi,0.53
Sj2z,2.3
Sif,0.89
SifonjER,1
SiNOl,0.31
SiljEn,0.42
SimER,2.94
Simi,5.29
SimjoteRapi,1.05
Sinwaz,24.73
SinwazRi,0.31
SjOt,12.86
Sipi,0.76
Sipolata,0.23
Sip9ndajl,0.12
Sik,0.4
kiRom@sjEn,0.16
SiRyRZi,11.84
SiRyRZjEn,15.57
SjyR,0.56
klamidja,0.42
klamidje,0.42
kloRofil,0.25
SoSOt,1.65
SokolatRi,0.27
SokolatjER,0.11
SokOt,0.45
kOlin,0.11
kolin,0.11
SOp,0.69
koRegRafi,1.06
koRal,2.63
Soz,1773.62
SuSut,0.21
SukRut,1.18
SwEt,3.16
SupEt,0.1
Sut,29.86
kRetjEn,11.96
kRetj5te,0.88
kRonik,2.46
kRonik2z,0.69
kRonoloZi,0.49
kRizalid,0.1
Stuj,0.42
Syt,25.15
sibl,33.55
sibulEt,0.95
sikatRis,13
sikatRizasj6,0.48
sigal,3
sigaREt,65.57
sigON,3.22
sigy,0.2
sim,1.77
sinematEk,0.72
s5gle,12.37
s5k@tEn,1.44
siRkasjEn,0.14
siRk6sizj6,1.31
siRk6feR@s,0.24
siRk6skRipsj6,0.78
siRk6st@s,21.8
siRkylER,0.27
siRkylasj6,10.78
siRk6navigasj6,0.14
siR,5.59
siR2z,0.45
siRoz,0.9
sizaj,1.6
site,16.11
sitadEl,0.98
sitadin,1.25
sitasj6,5.01
sitERn,4.19
sitaR,0.34
sitwajEn,29.6
sitwajEnte,1.13
sitRonad,0.58
sitRonEl,0.46
sitRuj,1.88
s5ti,0.54
sivEl,0.3
sivEt,0.15
sivjER,2.42
sivil,14.23
sivilizasj6,12.43
sivilite,1.48
klotyR,6
kle,118.13
klematit,0.14
klem@s,3.44
klER,6.8
klERjER,1.84
klERvwaj@s,0.67
klam9R,0.9
kl@dEstin,2.86
kl@dEstinite,0.48
klakEt,1.71
klaRin,0.4
klaRinEt,2.21
klaRis,0.33
klaRte,4.62
klas,78.99
klasifikasj6,0.59
kloz,3.47
klostRofobi,0.26
klavikyl,1.96
klEjmoR,0.2
kle,24.32
klij@tEl,3.88
klij@t,112.12
klimatizasj6,1.79
klinik,18.79
klik,2.78
kloSaRd,3.88
klOS,19.72
kloSEt,3.43
klwaz6,2.83
klopinEt,0.94
klOk,1.43
klu2z,0.16
koekipjER,4.21
kopRodyksj6,0.11
ko5sid@s,18.04
koagylasj6,0.33
koalisj6,1.34
kokain,5.57
kokaN,0.56
kokaRd,0.25
koksinEl,1.33
koS6ste,0.24
koSOn,31.18
koSOnRi,5.25
kokOt,3.47
koky,3.78
koda,0.14
kodein,0.21
kodifikasj6,0.15
koERsisj6,0.48
koEgzist@s,0.49
kof6datRis,0.29
koZitasj6,0.21
koNe,0.25
koN2z,0.48
koeR@s,0.46
koezj6,0.47
koabitasj6,0.2
koORt,0.78
koy,0.89
kwaf,0.64
kwaf2z,14.26
kwafyR,10.46
kok,8.54
kolER,68.9
kOlSisin,0.13
kolik,1.4
kolit,0.27
koleZjEn,0.89
kolaboRasj6,5.12
kolaboRatRis,4.55
kol@t,4.28
kolasj6,0.92
kOl,8.11
kolEkt,3.13
kolEksj6,16.93
kolEksjon2z,1.82
kOlEksj6,16.93
kolEktivite,0.42
kolin,26.39
kolizj6,3.91
kolyzj6,0.1
kolo,1.11
kolokasj6,0.23
kol6b,6.84
kol6bjEn,1.17
kol6bofili,0.14
kolonEl,103.7
kolonjalist,0.26
koloni,8.75
kolonizasj6,0.71
kolonad,0.17
kolOn,11.95
kolofan,0.28
koloRasj6,0.67
koloRatyR,0.14
kolOskopi,0.13
kOlpORt2z,0.53
komEt,2.28
komedi,22.11
komedjEn,6.5
k6bativite,0.28
k6bat@t,6.28
k6binEz6,14.56
k6bin,6.84
k6bystj6,3.78
komER,2.36
komemoRasj6,0.45
kom@d,31.36
kom@dRi,0.14
kOm@tatRis,0.61
komERs@t,4.34
komERsjal,0.63
komERsjalizasj6,0.15
komizeRasj6,0.14
komisj6,24.5
komOd,3.36
komodite,0.4
komosj6,2.24
komynal,0.14
komynote,23.36
komyn,3.19
komynj@t,0.28
komynikasj6,18.17
komynj6,5.01
komytasj6,0.11
k6pet@s,5.98
k6petisj6,9.15
k6petitRis,0.34
k6paN,22.2
k6paNi,73.78
k6paNOn,22.2
k6paREz6,5.25
k6paRysj6,0.34
k6pasj6,10.15
k6patibilite,0.4
k6p@sasj6,3.33
k6pil,0.19
k6pilasj6,0.29
k6pletyd,0.14
k6pl5t,0.66
k6plEz@s,0.94
k6plEksite,1.28
k6plikasj6,4.59
k6plisite,5.61
k6plOt2z,0.19
k6poze,0.7
k6poz@t,2.81
k6pozisj6,3.99
k6pozitRis,4.32
k6pOt,3.01
k6pRe@sj6,5.85
k6pREs,1.86
k6pREsj6,1.45
k6pRomisj6,0.29
k6tabilite,4.37
k6tin,2
k6pylsj6,0.17
k6tEs,27.36
konaRd,0.19
konas,0.34
k6s@tRasj6,8.54
k6sEpsj6,4.37
k6sEptRis,0.77
k6sERtasj6,0.17
k6sesj6,5.31
k6siljasj6,0.64
k6siljatRis,0.1
k6sizj6,0.31
k6sitwajEn,4.46
k6klyzj6,13.9
k6kORd@s,0.45
k6kORd,0.28
k6kybin,1.98
k6kypis@s,0.38
k6kyR@s,6
k6dane,9.31
k6danasj6,6.79
k6d@sasj6,0.28
k6des@d@s,0.7
k6disj6,46.73
k6dole@s,10.82
k6dyktRis,10.94
k6d8it,19.2
k6fedeRasj6,0.56
k6feR@s,19.86
k6feR@sjER,0.43
k6fEksj6,0.61
k6fEksjon2z,0.14
k6fEs,0.72
k6fesj6,12.84
k6fj@s,162.9
k6fid@s,3.28
k6fid@t,1.28
k6fid@sjalite,1.31
k6figyRasj6,1.15
k6fiRmasj6,5.55
k6fiskasj6,0.47
k6fizRi,1.56
k6fiz2z,0.27
k6fityR,7.41
k6fly@s,0.27
k6fORmite,0.52
k6fReRi,3.02
k6fR6tasj6,2.44
k6fyzj6,8.53
k6ga,0.2
k6Zelasj6,0.49
k6ZenER,0.38
k6ZEstj6,1.1
k6gRegasj6,1.34
k6ZEktyR,0.65
k6Zw5t,0.98
k6Z6ksj6,0.41
k6Z6ktivit,0.54
k6Z6ktyR,0.8
k6ZygEz6,0.14
k6ZyRe,0.56
k6ZyRasj6,0.32
konEs@s,43.08
konEs2z,1.36
konas,5.29
kOn,122.62
kOnRi,95.42
konEksj6,4.45
koniv@s,0.74
konotasj6,0.54
k6keR@t,1.34
k6kEt,5.95
k6k,0.48
k6sekRasj6,0.37
k6sek@s,19.27
k6s@ginite,0.22
k6sj@s,45.53
k6skRipsj6,0.16
k6sejER,23.02
k6sEjER,23.02
k6sERvasj6,0.85
k6sERvatRis,0.2
k6sERv,5.5
k6sERvRi,0.68
k6sideRasj6,5.6
k6siNasj6,0.4
k6siN,5.24
k6sist@s,1.31
k6so,0.19
k6s9R,0.17
k6solasj6,4.84
k6solatRis,0.29
k6sOl,2.78
k6solidasj6,0.2
k6somasj6,3.7
k6somatRis,1.9
k6s6psj6,0.27
k6son@s,0.19
k6sOn,0.45
k6spiRasj6,5.24
k6spiRatRis,0.85
k6st@s,0.99
k6st@t,1.54
k6statasj6,0.54
k6stElasj6,1.86
k6stERnasj6,0.69
k6stipe,0.34
k6stipasj6,0.41
k6stit8@t,0.27
k6stitysj6,6.74
k6stRyksj6,13.12
k6sylt@t,1.76
k6syltasj6,4.59
k6taZj2z,0.1
k6taZj6,1.21
k6taminasj6,2.27
k6t@plasj6,0.44
k6t@poREn,0.53
k6tn@s,0.41
k6t@sj6,0.17
k6t@tj6,0.17
k6tEstasj6,0.97
k6t2z,1.29
k6tin@s,0.1
k6tin@tal,1
k6t5Z@s,0.11
k6tin8asj6,1.09
k6tin8ite,0.45
k6tORsj6,0.16
k6tRol2z,8.93
k6tRe,2.77
k6tRasEpsj6,0.66
k6tRaksj6,3.05
k6tRakt8El,0.71
k6tRadiksj6,2.09
k6tR5t,2.94
k6tR5t,1.13
k6tRaRjete,0.58
k6tRav@sj6,2.76
k6tRatak,1.46
k6tREkspERtiz,0.52
k6tR2m2zyR,0.42
k6tR9m9zyR,0.42
k6tRof@siv,0.29
k6tR2pERfORm@s,0.14
k6tR9pERfORm@s,0.14
k6tR9pl6Ze,0.23
k6tR9pRopozisj6,0.4
k6tR9Revolysj6,0.37
k6tR9b@d,3.72
k6tR9b@djER,1.43
k6tR9d@s,0.5
k6tR9fas6,1.12
k6tR9paRti,1.33
k6tREskaRp,0.14
k6tRibysj6,4.03
k6tRisj6,0.87
k6tRovERs,1.38
k6tyzj6,3.23
k6vales@s,1.65
k6vn@s,1.82
k6v@sj6,7.44
k6vERZ@s,0.24
k6vERsasj6,42.17
k6vERsj6,1.91
k6vERti,0.94
k6viksj6,13.32
k6vivjalite,0.42
k6vokasj6,1.78
k6vwatiz,1.05
k6vwaj2z,1.1
k6vylsj6,1.6
koopeR@t,0.1
koopeRasj6,5.21
koopeRativ,1.66
koORdinasj6,1.36
koORdinatRis,0.83
koORdone,8.3
kOp,0.63
kopi,25.7
kopj2z,0.3
kopin,158.62
kopRodyksj6,0.16
kopRofaZi,0.2
kopRopRijete,0.56
kopylasj6,0.19
kopyl,0.14
kOk,5
kOklyS,1.01
kokEt,0.71
kokEtRi,0.63
kokij,4.92
kokin,7.55
koRe,0.4
koReEn,1.79
kORamin,0.1
kORbEj,2.71
kORd,38.57
kORd9lEt,0.11
kORdEl,0.2
kORdijER,0.28
kORdit,0.13
kORdOnRi,0.16
kORdonjER,1.86
koRj@dR,0.24
kORnflEks,0.14
kORne,0.85
kORn,7.79
kORnEj,0.86
kORn9myz,1.38
kORniS,0.81
koROl,0.4
koRona,0.5
kORpoRasj6,0.77
kORpyl@s,0.54
kORpyskyl,0.25
koRelasj6,0.17
koREksj6,8.89
koREksjonEl,0.47
koREsp6d@s,5.71
koREsp6d@t,2.59
koRida,1.88
koRozj6,0.18
koRypsj6,6.59
koRyptRis,0.3
kORtizOn,1.28
kORve,6.32
kORvEt,1.32
kOs,0.62
kOstymjER,0.42
kotasj6,0.31
kOt,8.48
kOtRi,0.14
kotizasj6,0.96
kOt,0.32
kwaRdiz,0.1
kuS,19.95
kuSkylOt,0.22
kuSRi,0.44
kuSEt,1.99
kwan,0.53
kwEt,1.58
kuj,38.8
kujonad,0.82
kule,0.62
kul,1.14
kul9R,82.25
kul9vR,0.89
kul9vRin,0.23
kulis,4.5
kupe,0.85
kup,33.02
kup2z,0.55
kupOl,1.16
kupyR,10.48
kuR,71.8
kuR@t,0.13
kuRbatyR,0.39
kuRb,3
kuRbEt,0.69
kuRbyR,0.33
kuR2z,5.52
kuRZ,2.46
kuRZEt,1.24
kuROn,23.15
kuRwa,1.05
kuRs,72.48
kuRspuRs8it,0.34
kuRsjER,4.81
kuRsiv,0.34
kuRtjER,2.96
kuRtizan,2.58
kuRtwazi,4.59
kuzin,73.87
kutym,10.46
kutyR,5.52
kutyRjER,3.52
kuve,0.2
kuvERtyR,34.39
kuv2z,0.51
kOv9Rg9Rl,0.14
kRES,3.91
kREv,5.79
kRan2z,0.6
kRe@s,1.09
kReatin,0.13
kReatinin,0.15
kReasj6,11.15
kReativite,2.15
kReatRis,6.54
kReatyR,35.22
kRedibilite,1.89
kRedylite,0.75
kRemajER,1.14
kRemasj6,0.78
kREmRi,0.27
kRemjER,0.34
kRetin,33.54
kREt,4.23
kRaS2z,0.33
kRE,5.8
kR5t,14.54
kR@p,5.18
kRapyl,7.09
kRak,0.55
kRaklyR,0.14
kRas,3.29
kRavaS,0.58
kRavat,17.92
kR9vEz6,0.63
kR9vaRd,0.29
kR9vas,1.16
kR9vEt,9.03
kR9vyR,0.52
kRij2z,0.34
kRiminalite,1.91
kRiminEl,35.62
kRiminoloZi,0.48
kRinjER,2.28
kRinolin,0.15
kRik,1.1
kRiz,50.15
kRistalizasj6,0.2
kRut,5.81
kROS,0.26
kRwaze,0.19
kRwazad,4.21
kRwazjER,5.47
kRwas@s,4.16
kRwa,29.1
kRokEt,2.04
kRok2z,0.17
kROs,2.27
kROt,6.52
kRul@t,0.92
kRup,0.96
kRwaj@s,7.95
kRwaj@t,2.99
kRyote,5.8
kRyS,3.04
kRysifiksj6,0.69
kRydite,0.45
kRy,1.35
kRijofRaktyR,0.14
kRijoZeni,0.27
kRijoZenizasj6,0.17
kRipt,2.91
kRiptogRafi,0.1
ksaRdas,0.3
kybEn,2.69
kukaRatSa,0.15
kykyRbitase,0.14
k9jEt,0.57
k9j2z,0.24
kwEsta,0.39
kueva,0.23
kuevas,0.23
k8ijER,7.3
k8ijER,2.5
k8ijeRe,1.15
k8iRas,1.07
k8izin,87.92
k8izinjER,15.89
k8isaRd,0.26
k8is,12.73
k8is6,1.39
k8it,1.64
kylas,0.6
kylbyt,1.72
kylOt,18.14
kylpabilite,11.57
kyltivatRis,0.82
kyltyR,22.65
kypidite,1.77
kyR,6.08
kyRj2z,4.38
kyRjozite,14.01
kyti,0.3
kytikyl,0.18
kyve,0.57
kyv,1.38
kyvEt,2.49
siklospoRin,0.17
siklotimi,0.1
sil5dRe,0.41
s5bal,0.45
dES,0.39
desy,1.38
debakl,0.89
deb@dad,0.58
deboSe,1.09
deboS,2.87
debilite,0.34
debRaje,0.43
debRujaRd,0.36
debRuj,0.19
debyt@t,5.82
deseleRasj6,0.3
dekad,0.16
dekad@s,1.28
dekalkomani,0.29
dek@tasj6,0.1
dekapitasj6,0.55
dekapotabl,1.77
des@s,2.92
deseni,2.67
desEpsj6,6.65
deSe@s,1.67
deSEne,0.35
deSene,0.35
deSaRZ,9.3
deSEtRi,0.11
deSiRyR,1.58
desimasj6,0.42
desizj6,66.48
deklaRasj6,19.74
dekl@S,0.2
deklinEz6,0.23
dekOksj6,0.83
dekOd2z,0.39
dekoloRasj6,0.53
dek6pozisj6,2.59
dek6pREsj6,0.5
dek6Zelasj6,0.31
dekOn2z,0.2
dekonEksj6,0.16
dek6taminasj6,0.96
dek6tRakte,0.18
dek6tRaksj6,0.15
dek6vny,0.32
dekoRasj6,8.15
dekoRatRis,2.56
dekup,0.49
dekup2z,0.17
dekuvERt,12.46
dekuvR2z,0.33
dekRepityd,0.12
dekylote,0.13
dedikas,1.92
dedyksj6,2.06
deEs,13.56
defaj@s,2.37
defEt,8.38
defav9R,0.18
defavoRize,0.19
defEksj6,0.44
def@dREs,0.5
def@s,50.94
def@siv,0.98
defERl@t,0.26
defj@s,0.58
defibRilasj6,0.14
defisj@s,1.01
defigyRasj6,0.25
definisj6,4.95
deflagRasj6,0.34
def6s,0.64
defORmasj6,0.86
def1t,6.42
deZeneRe,2.16
deZeneRasj6,0.1
deZeneRes@s,1.22
degEn,1.45
degl5g,0.31
deglytisj6,0.31
degute,0.19
degut@t,4.26
deg6fle,3.63
deguRdi,0.1
degRadasj6,0.82
degR5golad,0.13
degize,0.69
degystasj6,1.01
degystatRis,0.12
deite,0.12
deZEksj6,0.16
delegasj6,3.49
delege,3.96
delEse,0.14
delasj6,0.26
delatRis,0.36
delibeRasj6,1.17
delikatEs,3.37
delis,6.17
del5k@s,1.54
del5k@t,4.16
delikes@s,0.16
delivR@s,1.94
delwajote,0.26
demenaZ2z,1.67
demagoZi,0.47
dem@Zez6,1.05
dem@Zaiz6,1.05
demaRkasj6,0.29
demaRS,5.69
dem@s,2.75
dem@t,1.92
demilitaRizasj6,0.14
demisj6,7.6
demobilizasj6,0.22
demokRasi,13.13
demogRafi,0.16
demolis2z,0.23
demolisj6,1.55
demOn,61
demonoloZi,0.16
dem6stRasj6,7.61
demoRalizasj6,0.3
demyni,0.42
demistifikasj6,0.1
denegasj6,0.56
deniS2z,0.5
den6sjasj6,0.88
denydasj6,0.18
de6toloZi,0.37
depES,8.29
depan2z,1.86
depaRt9m@tal,0.26
dep@d@s,2.42
dep@s,7.11
deplase,0.68
depORte,2.38
depORtasj6,1.58
depoz,0.25
depozisj6,11.25
depuj,1.94
depRave,1.07
depRavasj6,0.61
depResj6,10.41
depREsyRizasj6,0.36
depRime,0.66
depRim,1.85
depyte,10.4
deREz6,0.36
deRate,0.26
deRatizasj6,0.27
deRizj6,1.27
deRive,0.65
deRivasj6,0.57
deRiv,2.81
deRobad,0.21
deRogasj6,0.42
deRuje,0.39
deRut,1.03
dezekilibRe,0.2
desakRalizasj6,0.2
dezaktivasj6,0.41
dezagRegasj6,0.1
dezapRobasj6,0.42
dezakse,0.4
dez@paRe,0.16
dez@S@te,0.17
des@sibilizasj6,0.32
dezERsj6,1.09
dezEspeRe,2.03
dezeRite,0.41
dezymanizasj6,0.15
dezymidifikasj6,0.1
dezidRatasj6,0.61
deziNasj6,0.49
dezilyzj6,1.08
dez5kaRne,0.18
dez5divid8alizasj6,0.1
dez5fEksj6,0.72
dez5fORmasj6,0.21
dez5sektizasj6,0.19
dez5tegRasj6,0.88
dez5tOksikasj6,1.46
dez5vOltyR,0.32
dezobeis@s,0.91
dezolasj6,1.04
dezORdone,0.12
dezoRj@tasj6,0.43
destabilizasj6,0.18
dezynj6,0.2
deteRjoRasj6,0.68
detaSe,0.34
detEksj6,1.89
deteksj6,1.89
det@t,5.47
det@sj6,6.98
det@tRis,0.67
dEtny,12.67
detny,12.67
detERminasj6,2.75
deteRe,0.4
detonasj6,1.44
detRake,1.57
detR@p,0.1
detREs,8.7
deval8asj6,0.14
devastasj6,0.44
devEn,0.33
devERg6de,1.39
devj@s,0.18
devj@t,0.21
devjasj6,1.29
devoR2z,0.5
devOt,0.89
devosj6,2.34
dim,0.44
dinEt,0.59
daktilOskOpi,0.11
dag,2.46
dal,13
dalmasjEn,0.33
dam,111.2
dane,2.57
danasj6,1.7
damwazEl,0.6
danwaz,2.1
d@s,51.23
d@s2z,23.05
datasj6,0.2
datSa,1.74
dat,31.41
dat,0.95
dob,0.99
dofin,4.71
doRad,0.3
daja,4.13
dEltoid,0.16
d9m@d,64.64
d9m@dREs,0.78
d9m@d2z,0.78
d9m9Re,2.92
d9m9R,13.34
d9mibutEj,0.41
d9miduzEn,1.34
d9mifinal,1.13
d9mi9R,26.65
d9mi9R,0.28
d9miZuRne,1.65
d2milj2,0.3
d2milivR,0.12
d9milyn,1.03
d9mim9zyR,0.39
d9mimORt,0.26
d9miplas,0.11
d9mipORsj6,1.23
d2mis2g6d,0.13
d9mis9R,0.5
d2mitEt,0.11
d9mitOn,0.34
d9miveRite,0.32
d9mivi,0.11
d9mi,4.64
d9mwazEl,16.03
d@Re,1.86
d@site,1.5
d@,74.2
d@tEl,3.78
d@tlyR,0.11
d@tElyR,0.11
d@tist9Ri,0.16
d@tisj6,1.08
dERmatOlOZi,0.23
dERmogRafi,0.14
dERnjER,77.22
des@d@s,1.31
des@d@t,3.45
des@t,11.59
deskRipsj6,7.8
desinatRis,1.86
destine,9.08
destinasj6,10.88
destitysj6,0.17
destRyksj6,14.31
destRyktRis,0.94
dEt,26.13
d9v@tyR,0.48
d9vinREs,0.15
d9vinEt,2.97
d9viz,5.54
dEksteRite,0.32
dEkstR,0.17
djEt,0.42
djetetik,0.12
djabl9Ri,0.18
djablEs,1.12
djaklaz,0.14
djagonal,0.28
djalEktik,0.66
djaliz,1.06
djapo,1.78
djapozitiv,0.92
djaRe,3.38
djatRib,0.14
dikotomi,0.2
dikte,2.25
diktatRis,2.53
diktatyR,3.86
diksj6,1.37
difeR@s,55.88
difamasj6,1.98
difamatRis,0.21
difikylte,15.74
difORmite,0.68
difyzj6,2.55
diZEstj6,1.48
diZitalin,0.21
diNite,14.61
dig,1.85
dilatasj6,0.94
dilEt@t,0.91
diliZ@s,3.49
dim@sj6,9.62
diminysj6,1.03
d5d,9.32
diOksin,0.14
djOksin,0.14
difteRi,0.26
diplome,1.81
diplomasi,1.8
diREksj6,45.06
diREktiv,3.43
diREktRis,64.71
diRiZ@t,6.18
disiplin,12.02
diskORd,1.41
diskotEk,1.32
diskResj6,4.59
diskRiminasj6,1.6
diskysj6,23.58
diz2z,0.53
disgRas,1.76
dislokasj6,0.16
dispaRisj6,16.33
dispaRy,10.07
disp@s,1.11
dispERsj6,0.93
disponibilite,1.23
dispozisj6,14.99
dispRopORsj6,0.27
dispyt,16.54
diskalifikasj6,0.15
diskEt,2.48
diseksj6,0.88
dis@sj6,0.47
disERtasj6,1.5
disid@s,0.28
disid@t,0.88
disimylasj6,1.47
disosjasj6,0.32
disolysj6,0.8
dison@s,0.42
dis8azj6,0.29
disimetRi,0.14
dist@s,31.56
distilRi,0.98
dist5ksj6,2.86
distORsj6,1.05
distRaksj6,3.98
distRibysj6,4.77
distRibytRis,7.88
diva,4.16
divagasj6,0.53
divERZ@s,1.19
divERsifikasj6,0.14
divERsj6,4.33
divERsite,1.02
divinasj6,0.56
divinite,2.53
divizj6,13.07
divORse,2.37
divylgasj6,0.33
dizEn,11.08
dZElaba,0.3
dONa,2.44
dosilite,0.14
dOktoREs,233.86
dOktRin,1.81
dokym@tasj6,1.44
dole@s,0.46
dolomi,0.14
domEstisite,0.18
domin@s,0.14
dominasj6,2.42
dominatRis,0.38
dominikEn,0.58
d6pt2z,2.18
dona,0.5
donasj6,1.89
donatRis,0.89
d6d6,0.23
done,20.92
dOn,25.03
don2z,5.87
d6zEl,0.48
dopamin,1.1
doRe,0.36
doRad,0.62
dORm2z,1.21
dORyR,0.22
doz,18.44
dOt,4.73
dotasj6,0.12
dwan,6.12
dublEt,0.14
dublyR,3.84
dus9R,16.87
duS,36.06
dudu,0.58
dudun,0.92
duj,3.67
dul9R,75.89
duma,0.34
duv,0.53
duzEn,12.89
dwajEn,3.31
dRolRi,0.14
dRolEs,0.21
dRakm,1.3
dRaZe,1.34
dRagOn,13.98
dRag,2.01
dRag2z,0.7
dRamatizasj6,0.17
dRamatyRZi,0.26
dREdlOk,0.11
dREs2z,0.86
dRis,0.16
dRoge,6.35
dROg,58.76
dROgRi,0.31
dRwat,58.7
dRwatyR,1.33
dRozofil,0.1
dRijad,0.16
d8alite,0.33
dySEs,12.4
dylsine,0.42
dyn,3.96
dyp,1.01
dypRi,0.43
dyplikasj6,0.19
dyplisite,0.3
dyRe,6.86
dyR,3.69
dyRte,1.56
dyRit,0.5
dinamik,1.23
dinamit,8.12
dinamo,0.2
dinasti,2.31
dis@tRi,0.8
dislEksi,0.12
distimi,0.1
o,305.74
odvi,3.17
ofORt,0.3
ekimoz,0.91
efERves@s,0.4
efERvEs@s,0.4
ef9j2z,0.17
efikasite,3.36
efiZi,1.6
efRaksj6,7.76
efRE,0.13
efR6te,1.65
efR6tRi,0.46
efyzj6,1.73
elips,0.44
@byS,0.24
@bal2z,0.15
@baRkasj6,0.8
@baRde,0.23
@boS,2.86
@bom2z,0.51
@boli,1.05
@buSyR,0.69
@bRasad,0.61
@bRas,3.92
@bRas2z,0.12
@bRazyR,0.1
@bRuj,7.99
@bRuj2z,0.17
@byskad,5.04
im9RdZansi,0.25
@mERd,6.15
@mERd2z,4.96
@pati,0.63
@pomyR,0.1
@faz,0.22
@plEt,0.57
@plwaje,30.8
@pwaNad,0.16
@pwaN,0.17
@pwazon2z,0.99
@pORte,0.61
@pR5t,42.06
@pRese,0.16
@pRiz,3.08
@sefalit,0.48
@kEs,0.1
@s5t,5.3
@SER,6.67
@SeRis2z,0.29
@S@tREs,1.22
@klav,0.21
@klym,0.82
@kOS,0.26
@kolyR,0.17
@kR,6.81
@kylad,0.33
@siklopedi,1.99
@div,0.87
@dOkaRdit,0.14
@dORfin,1.33
@doskopi,0.25
@dyR@s,1.72
@f@s,33.01
@filad,0.16
@fle,0.24
@flyR,2.19
@fwaRe,39.56
@fuRSyR,0.1
@Z@s,0.72
@ZlyR,0.46
@g2lad,0.97
@Zol2z,0.19
@Z@be,0.15
@lyminyR,0.11
Enmi,92.37
@kEt,57.98
@kEt2z,4.06
@kEtRis,4.06
@kikin2z,0.33
@RaZe,0.79
@RZistR2z,1
@sEN@t,3.94
@sEN,3.59
@selyR,0.14
@tete,0.73
@taj,1.93
@tam,0.11
@t@t,2.82
@tite,3.08
@tomoloZi,0.19
@tORs,1.63
@tuRlup,0.94
@tuRlupEt,0.17
@tRe,48.08
@tREn2z,8.69
@tREd,0.54
@tRaj,4.96
@tRav,1.17
@tR9kot,0.41
@tR9mEt2z,0.92
@tR9miz,0.16
@tR9pR9n2z,4.88
@tR9pRiz,28.36
@tR9vy,3.28
@tRopi,0.19
@tyR,0.14
@vlOp,13.23
@vERgyR,1.66
@vi,213.96
@vj2z,0.52
@vole,0.88
@vwaje,5.35
@zim,2
ER@s,0.54
ER9R,124.15
EsbRuf,0.2
EskadR,1.54
EskadRij,2.1
Eskalad,3.37
Eskal,2.32
EskalOp,1.13
Esk@pEt,0.26
Eskapad,1.83
Eskap,0.19
EskaRsEl,0.17
EskaRmuS,0.41
EskaR,0.23
EskORt,7.28
Eskwad,1.46
EskRim,1.5
EskRim2z,0.38
EskROkRi,3.2
EspEs,116.51
EspeR@s,6.42
EspadRij,0.26
EspaNOl,18.43
EspjOn,27.57
EspijOn,27.57
Espjonit,0.14
Esplanad,0.64
Eskis,1.06
Eskiv,1.11
es@s,33.24
esoR2z,0.36
Estakad,0.14
EstafEt,0.33
Est@p,0.42
EstetisjEn,1.16
Estetik,1.29
Estimasj6,3.55
Estim,5.49
Estiv@t,0.29
EstOnjEn,0.1
EstRad,1.64
EstRapad,0.14
Etni,0.28
2kaRisti,0.34
2foRi,0.98
2RopeEn,3.38
2tanazi,1.48
Eksepuz,0.3
Eksam@t,0.19
EksS@pjOn,0.75
Ekskopin,0.71
Eksfam,6.75
Eksfj@se,0.18
EksgaRd,0.14
Eksnana,0.12
Ekspalm,0.14
Eksp9tit,0.68
EksstaR,0.14
Eksv9dEt,0.11
Egzekysj6,17.49
egzekysj6,17.49
EgzekytRis,1.07
EgzeZEz,0.14
Egzaksj6,0.32
Egzaktityd,1.26
EgzaZeRasj6,0.67
Egzalte,0.56
Egzaltasj6,0.98
EgzaminatRis,1.11
EgzaspeRasj6,0.55
Ekskavasj6,0.17
EksEl@s,23.29
Eksel@s,23.29
Eks@tRisite,0.39
EksEpsj6,15.97
eksEpsj6,15.97
Eksite,1.94
Eksitasj6,3.81
Eksklamasj6,1.27
Ekskly,1.26
Eksklyzj6,1.02
Eksklyzivite,3.21
Ekskomynikasj6,0.82
EkskRwas@s,0.38
EkskyRsj6,3.67
Ekskyz,61.58
Egz@psj6,0.6
egz@psj6,0.6
Egzibisj6,0.44
EgzORtasj6,0.13
Egzymasj6,0.3
EgziZ@s,5.17
