Freq,phon
13,krokodil
3,kronl&nt
1,krymx@n
4,kru=ifIks
5,kyg@lx@n
7,kylhBs
30,kyk@n
1,kYnstl@rtum
3,kYsx@n
1,kug@lg@lENk
13,kug@llag@r
38,kug@lStos@n
14,kUltur&pkOm@n
3,kUnstdENkmal
11,kUnstg@vErb@
8,kUnsth&ntvErk
21,kUnstStYk
78,kUnstvErk
1,kUnt@rbUnt
165,kU+@r
10,kuriozUm
46,El
58,l&bor&toriUm
66,l&x@n
3,lad@g@rAt
2,lEmx@n
5,lEmpx@n
1,lEN@nmas
8,lXt@n
432,lag@r
1,lag@rbir
12,lag@rfX@r
27,lag@rhBs
7,lW@nSpil
4,lak@n
5,lama
4,l&mpda
15,l&m
2,l&mfEl
1,l&mflWS
9,l&mp@nfib@r
5063,l&nt
22,l&nd@s&mt
3,l&nd@sprodUkt
92,l&ntg@rIxt
5,l&ntgut
63,l&nthBs
6,l&ntfOlk
12,l&so
5,l&stBto
14,l&st@r
31,lBp
3533,leb@n
25,leb@ns&lt@r
2,leb@nselemEnt
3,leb@nsEnd@
20,leb@nsg@fyl
243,leb@nsjar
132,leb@nsmIt@l
17,leb@nsvErk
9,leb@ns=Wx@n
1,leb@ns=il
44,leb@vez@n
2,leb@vol
6,lEk
90,led@r
3,legat
5,le@n
1,lenvOrt
10,ler&mt
64,lerbux
3,ler@rkOlegiUm
13,lerjar
4,lermIt@l
1,lWx@nhEmt
1,lWx@ntux
13,lWxtg@vIxt
9,lWxtmet&l
78,lWt
151,lWd@n
4,lWtvez@n
24,lWn@n
1,lWn@nb&nt
1,lWn@nklWt
9,lWnTl
1,lWntux
5,lWstUNsprIn=ip
8,lWstUNsfErmTg@n
18,lWtbIlt
3,lWttir
5,lWtUNsnE=
2,lEktorat
16,lENkrat
2,lErnmIt@l
5,lez@bux
1,lXxtfX@r
4,lXxt=If@rbl&t
5,lEksem
40,lEksikOn
621,lIxt
175,lIxtbIlt
1,lIxtx@n
1,lIxt@rmer
2,lIxtSpil
10,lIxtSpilhBs
21,lit
6,lip
4,lipx@n
1,lib@sab@ntX@r
4,lib@sleb@n
7,lib@slit
1,lib@sSpil
3,lib@sfErhEltnIs
2,liplINskInt
289,lit
15,litx@n
6,lid@rbux
5,lig@nd@
8,likTrglas
2,lila
1,lili@ng@vEks
1,lIn@n
1,lInz@ng@rIxt
6,lIp@nb@kEntnIs
6,litiUm
87,lop
10,loplit
56,lOx
132,lOx
1,lLkx@n
1,lLSbl&t
1,lLSp&pir
4,lTz@gElt
3,lTzUNsmIt@l
12,lOk
2,lOkbux
102,lokal
1,lokalkolorit
5,lOrberbl&t
128,los
3,lozUNsvOrt
11,lot
1,lOt@rilos
1,lOt@rleb@n
4,lud@r
4,lYftx@n
3,lUftlOx
2,lUftSlOs
1,luminal
1,lUstg@fyl
3,lUstSlOs
34,lUks
157,Em
3,m&xtStreb@n
8,m&xvErk
1,m&dOn@nbIlt
1354,mAtx@n
49,mAd@l
40,mEnx@n
3,mEnlWn
9,mEnt@lx@n
75,mArx@n
2,mArx@nbux
1,mXlx@n
1,mXsx@n
53,m&g&=in
5,mag@ng@Svyr
8,m&gma
8,m&gneziUm
64,m&gnetfElt
4,m&h&goni
15,mal
17,manmal
1,mWglLkx@n
1,mWsmel
805,mal
2,m&mUt
88,m&ndat
1,m&nda=g@bit
25,m&nifEst
7,m&Nko
21,m&n@k0
1,m&rd@rfEl
3,m&rihuana
1022,m&rk
1031,m&rk
7,m&rtyriUm
2,m&r=ipan
2,m&Sin@nTl
1,m&skOtx@n
375,mas
420,mas
4,m&sif
1,m&stfi
377,m&terial
2,m&tine
1,m&tri&rxat
10,m&t
22,mB@rvErk
39,mBl
4,mBltir
1,mBlvErk
3,mBz@lOx
5,mBzoleUm
19,m&ksimUm
38,mediUm
418,mer
6,merSvWnx@n
11,merv&s@r
1,meg&hEr=
2,meg&fon
8,meg&v&t
26,mel
12,mer
13,merf&mili@nhBs
8,merhW=valrExt
44,mWst@rvErk
1,mWstg@bot
2,mEld@&mt
1,melIsma
3,melodram
4,menetek@l
13,mEnS@n&lt@r
4,mEnS@nflWS
6,mEnS@ng@SlExt
1,mEnS@nhEr=
1,mEnS@nhIrn
7,mEnS@nkInt
47,mEnS@nleb@n
1,mEnS@nO+@r
55,mEnS@nrExt
6,mEnS@nskInt
17,mEnS@ntum
6,mEnS@nvErk
11,meny
2,mErk
138,mErkmal
3,mEsdatUm
1,mEs@&mt
23,mEs@g@lEnd@
50,mEs@r
3,mEsErgepnIs
8,mEsg@rAt
52,mEsIN
15,mEsInstrumEnt
1,mEsmIt@l
340,met&l
1,met&lg@vErb@
4,metan
1,metangas
1,metronom
2,min@nSpil
3,mitBto
5,mitrExt
37,mi=hBs
1,mikado
31,mikrofon
39,mikrofon
27,mikroskop
3,mIlxglas
6,mIlxpUlf@r
53,militAr
6,militArbYntnIs
1,mIli&mpAr
7,mIligr&m
3,mIlionst@l
4,min@nfElt
22,mineral
1,mineralbat
9,miner&lTl
5,minigOlf
53,minimUm
397,minIsteriUm
6,minUs
1,mISfUt@r
2,mISUNsfErhEltnIs
10,mIsb@hag@n
19,mIsg@SIk
1,mIsWl
125,mIstrB@n
13,mIstrB@nsvotUm
101,mIsfErStEntnIs
24,mItb@StImUNsrExt
6,mItbrINz@l
4,mItWg@ntum
1,mitEm+Ind@n
16,mItg@fyl
1748,mItglit
89,mItlWt
16,mItnam@
16,mItSprax@rExt
46,mItak
47,mItak
57,mItakEs@n
2,mItaksmal
2,mIttWlUNsb@dYrfnIs
1204,mIt@l
142,mIt@l&lt@r
18,mIt@lg@vIxt
4,mIt@lmas
92,mIt@lmer
19,mIt@lSIf
5,mIt@lStYk
14,mobil@
18,mobiliar
10,modalvErp
9,mod@hBs
342,modEl
2,mod@vOrt
2,modUl
134,mTb@l
4,mTb@lStYk
11,mol
8,mOl
6,mOl
233,momEnt
8,mona=WnkOm@n
14,mona=g@h&lt
17,montlIxt
122,monopol
61,monopolk&pital
1,mOnst@r
13,mOnstrUm
15,monumEnt
28,mor
4,morbat
25,mos
22,mOrg@ngrB@n
4,mOrg@nl&nt
2,mOrg@nlIxt
6,mOrg@nrot
3,mOrfem
2,mOrfiUm
30,moz&ik
2,moz&ikbIlt
7,mOskitonE=
8,mot@l
25,motOrbot
10,motOr@ng@rXS
4,motor@nTl
3,motOrfar=Xk
82,motOrrat
16,motOrSIf
1,mOt@npUlf@r
79,mOto
1,myl@Spil
1,mylrat
1,mYntx@n
1,mYnd@l
4,mYnd@lgElt
2,mYndUNsfX@r
249,mYnst@r
4,mYn=vez@n
2,mYt@rx@n
1,mY=x@n
5,mUntStYk
1,mUntv&s@r
1,mUntvErk
6,mUrm@ltir
35,mus
232,muzeUm
14,muzikInstrumEnt
1,muzikvErk
132,mUst@r
17,mUst@rbWSpil
1,mUst@rbIlt
1,mUt@rhEr=
24,mUt@rl&nt
2,mUt@rmal
4,mUt@rrExt
13,mUt@rSIf
1,mYsteri@nSpil
138,En
15,n&xbardOrf
41,n&xbarl&nt
4,naxrIxt@nbyro
16,naxSlag@vErk
12,naxze@n
18,naxSpil
1,n&xtg@bet
1,n&xtg@v&nt
27,n&xthEmt
3,n&xtleb@n
12,n&xtlokal
1,n&xtSrENkx@n
4,nad@lhOl=
1,nad@lkIs@n
9,nad@lTr
8,nArmIt@l
3,nAsx@n
1,nag@lbEt
4,nag@tir
49,narUNsmIt@l
5,nam@nsSIlt
2,nap&lm
4,n&rkotikUm
2,n&r@nhBs
1,n&SvErk
5,naz@nbWn
9,naz@nblut@n
6,naz@nlOx
1,naz@rYm+@n
5,n&s
5,n&=ionalb@vUstzWn
19,n&=ional@
17,n&=ionalWnkOm@n
7,n&=ionalg@fyl
1,natrOn
1,n&turalWnkOm@n
12,n&turErWknIs
39,n&turg@zE=
1,n&turhWlfErfar@n
2,n&turkInt
4,n&turprodUkt
8,n&turrExt
20,n&turSU=g@bit
3,n&turvUnd@r
5,neb@lhOrn
22,neb@nWn&nd@r
2,neb@nEr=XknIs
2,neb@ng@rXS
11,neb@n=Im@r
16,neg&tif
2,neolitikUm
1,nErv@nbYnd@l
3,nErv@nlWd@n
20,nErv@nzYstem
48,nEst
4,nEtoWnkOm@n
114,nE=
6,nE=vErk
19,nXg@bor@n@
5,nXjar
10,nXjarsfEst
25,nXl&nt
32,nXtrOn
65,nIx=
4,nIx=tun
1,nidrIxv&s@r
14,nim&n=l&nt
5,nIm@rvid@rze@n
1,nIrvana
1,nitrit
2,nitrogly=erin
1,nom@n
3,nOn@nklost@r
9,nOrtl&nt
3,nOrtlIxt
1,notStrom&gregat
2,nud@lhOl=
1,nU=UNsrExt
75,o
5,Opd&x
5,ob@rdEk
33,ob@rg@SOs
14,ob@rhBpt
17,ob@rhBs
10,ob@rhEmt
2,ob@rled@r
8,ob@rfErv&ltUNsg@rIxt
4,ob@rv&s@r
255,OpjEkt
13,OpjEktif
8,OpzErv&toriUm
68,opst
1,opstmEs@r
6,Ttl&nt
211,Tl
11,TlbIlt
8,Tlg@mAld@
5,Lrtx@n
1,of@nror
4,Ofi=irskor
2,om
292,or
1,or@nzBz@n
1,orfWg@ng@zIxt
7,orlEpx@n
7,Oktob@rfEst
5,oliv@nTl
54,op@rnhBs
664,O+@r
1,opiat
6,opiUm
18,OptimUm
26,opUs
12,orak@l
1,Ord@nsb&nt
330,Organ
4,Org&niz&=ionsbyro
15,Org&niz&=ionst&lEnt
69,original
5,Orn&mEnt
4,ost@rW
11,ost@rfEst
89,ost@rn
6,oval
1,ovariUm
96,pe
158,par
1,p&xtgut
2,p&k
1,p&kWs
4,p&kp&pir
8,p&d@lbot
40,pEkx@n
15,pArx@n
80,p&ket
6,p&lav@r
4,p&mflet
2,p&n=@rglas
448,p&pir
1,p&pirgElt
4,p&rad@bWSpil
6,p&rad@StYk
72,p&r&dis
5,p&radOksOn
2,p&r&lelogr&m
49,p&rfym
7,p&rf^
38,p&rkEt
4,p&rkfErbot
495,p&rl&mEnt
63,p&rtWmItglit
15,p&rtEr
3,p&rti=ipiUm
12,p&sif
4,p&sifz&ldo
1,p&svOrt
2,p&stEl
1,p&stetx@n
6,pat@nkInt
32,p&tEnt
2,p&tEnt&mt
2,p&tEntrExt
7,p&tEntre=Ept
75,patOs
8,p&tri&rxat
2,p&tri=iat
5,p&tronat
2,p&trUlj@nbot
2,pBz@n=Wx@n
55,pEx
22,pedal
4,pEl=vErk
14,pEnd@l
16,peni=Ilin
3,pqzionat
10,pEnzUm
6,pErfEkt
3,pErg&mEntp&pir
9,pErlOn
1,pErzTnx@n
122,pErzonal
7,pErzonalpronom@n
1,pEsar
1,+Enx@n
7,+&nt
4,+&ntrExt
6,+&r&mt
6,+&rhBs
8,+Ef@rmIn=
3,+erd@flWS
5,+erd@rEn@n
41,+INst@n
1,+lEst@rx@n
1,+l&n=@nrWx
5,+l&n=@nSU=mIt@l
40,+l&st@r
10,+leg@hWm
2,+leg@kInt
6,+lIxtb@vUstzWn
5,+lIxtg@fyl
1,+Yntx@n
135,fEnomen
2,far&o
2,flEgma
5,fon
7,fonem
13,foto
1,fotoelemEnt
2,foton
2,fyzikUm
4,piano
3,pIgmEnt
4,pl&giat
110,pl&kat
2,pl&netariUm
17,pl&sma
4,pl&to
37,platin
6,pl&t
128,plenUm
11,plEksiglas
31,plUs
1,pnXma
2,pTk@lflWS
2,pogrom
2,pok@rSpil
10,polarlIxt
1,polarmer
265,polItbyro
18,poli=Wrevir
1,polo
1,polohEmt
27,pOlst@r
1,poly&mit
14,pOni
36,pOrto
22,pOr=Elan
8,pozitif
7,pOsEsifpronom@n
61,pOst&mt
1,pOstBto
705,pOstf&x
2,pOstg@hWmnIs
9,pOstSEk&mt
12,pOstulat
2,pOstvez@n
36,potEn=ial
1,pr&xtStYk
29,prEdik&tif
2,prEjudi=
33,prEp&rat
6,prAzEns
7,prEzEnt
1,prEzErv&tif
256,prEzidiUm
19,pr&ktikUm
19,prWsnivo
6,prWsSIlt
3,pr@mier@npUblikum
14,prEs@&mt
2,prEs@byro
5,prEs@g@zE=
4,prEs@rExt
1,prist@r&mt
8,prist@rzeminar
1,prisx@n
1,prIsm@nglas
48,privatWg@ntum
1,privatfluk=Xk
4,privatg@SprAx
1,privatInt@rEs@
26,privatleb@n
2,privatrExt
15,privilegiUm
5,prob@EksEmplar
2,probirglas
93,prodUk=ionsmIt@l
2,profEsor@nkOlegiUm
51,profil
2,projEktil
59,prolet&riat
5,prom@nad@ndEk
24,pronom@n
3,propan
4,prozIt
9,protEktOrat
3,protopl&sma
10,provizoriUm
1,provit&min
296,pUblikUm
1,pUblikUmsInt@rEs@
3,pYlf@rx@n
7,pYNktx@n
8,pUlt
8,pUlf@rf&s
2,pUlf@rm&g&=in
12,ku
32,kv&drat
2,kv&nt
7,kv&ntUm
1,kv&rt
1,kv&rt@l
11,kv&rtEt
45,kv&rtir
49,kvEkzIlb@r
2,kvEl@nm&terial
7,kvElv&s@r
8,kverhBs
1,kverhOl=
2,kverSIf
2,kvIntEt
40,Er
258,rat
8,r&darg@rAt
18,r&dikal
2,radiog@rAt
1,radiomet@r
9,ratrEn@n
1,rAtx@n
3,rAd@rvErk
1,rENk@Spil
86,rAtz@l
7,rAtz@lrat@n
3,r&finat
6,r&fin@mq
3,ram@ng@zE=
11,r&mp@nlIxt
15,r&ntg@bit
7,r&N&p=Wx@n
8,r&psTl
1,r&zirmEs@r
2,r&zirv&s@r
1,r&zir=Xk
2,r&s@nmErkmal
2,r&s@+ert
14,r&sthBs
29,rat@n
180,rathBs
3,r&t@ngIft
23,rBptir
1,rBxgas
8,rBxfErbot
3,rBmbIlt
9,rBmfar=Xk
134,rBmSIf
6,rBSgIft
3,re
2,reagEns
1,re&gEn=
5,re&gEn=glas
30,real
37,real
4,realWnkOm@n
1,realgYmnaziUm
1,rephun
1554,rExt
4,rExtEk
2,rEx=Em+Ind@n
3,rEx=fErfar@n
20,rEk
135,referat
7,referEndUm
7,reflEksifpronom@n
3,refOrmhBs
28,regal
1,reg@nd&x
26,regimEnt
5,regul&tif
28,re
1,rWpWz@n
424,rWx
1,rWf@=XknIs
3,rWmvOrt
1,rWn@m&x@n
4,rWnIgUNsmIt@l
285,rWs
197,rWs
75,rWz@byro
2,rWz@gElt
4,rWz@g@pEk
17,rWz@=il
3,rWsfElt
1,rWzIx
9,rWsbrEt
10,rWs@n
1,rWt@rregimEnt
9,rWt+ert
15,rWttUrnir
1,rW=klima
3,reklam@pl&kat
7,rEktorat
2,rel&tif
2,rel&tifpronom@n
6,rEn
1,rEnbot
240,rEn@n
3,rEn+ert
10,rEnrat
1,rEntie
24,reprEzEnt&nt@nhBs
9,rezErvat
5,rezidEn=teat@r
180,restorq
137,rezUltat
9,rEtUNsbot
2,rEtUNsSvIm@n
68,revir
78,re=Ept
2,re=it&tif
113,rWnl&nt
28,rXma
10,rIxt@r&mt
4,rit
1,rimx@n
1,riz@lfElt
98,rInt
17,rIntflWS
8,rIntfi
7,rInzal
24,rita
7,rIt@rgut
2,rIt@rtum
60,rOk
3,rLkx@n
2,rTm@rtum
16,rLntg@n
4,rLntg@nbIlt
5,rTslWn
1,rLs@l
25,roWz@n
14,rom&terial
17,roTl
2,roprodUkt
62,ror
1,rornE=
4,rOlfElt
55,roza
2,roz@nbl&t
1,roz@nTl
35,rOs
1,rOshar
1,rOstSU=mIt@l
69,rot
4,rotkEpx@n
1,rotkelx@n
3,rotlIxt
2,rulEt
1,rulEt@
15,rud@l
21,rud@r
2,rud@rbot
2,rud@rhBs
3,rudimEnt
6,rypx@n
4,ryb@nfElt
19,rYkgrat
2,rYklIxt
2,rYkpOrto
6,rYktrI=g@zux
5,ryrW
3,ruf=Wx@n
4,ru@gElt
130,rurg@bit
186,rUnt
31,rUntSrWb@n
10,rUsIS@
220,Es
21,zarg@bit
20,zatgut
1,zatkOrn
4,z&xbux
15,z&xg@bit
1,z&xregIst@r
2,z&khY+@n
1,z&klWn@n
1,z&ktux
1,zEkx@n
5,zAg@mel
11,zAg@vErk
2,zAlx@n
4,zE=x@n
17,zXg@tir
1,zXklINshWm
1,zXlx@n
1,zan@kEnx@n
1,zWt@nSpil
68,z&l=
3,z&l=v&s@r
4,zam@nkOrn
1,z&mtklWt
1,z&ntp&pir
2,z&nitA=Bto
2,z&t@ld&x
2,z&t@l+ert
12,z&=g@fyg@
18,z&=glit
3,z&==Wx@n
14,zB@r
17,zB@rkrBt
2,zB@rStOfg@rAt
4,zBkror
1,zBvEt@r
2,Sab@flWS
61,S&x
4,S&xbrEt
6,S&xSpil
4,S&xtUrnir
1,SatInzEkt
2,SExt@lx@n
6,SAtlINsb@kEm+UNsmIt@l
10,SAfx@n
1,SAf@rSpil
2,SAflWn
2,SAlx@n
4,SE=x@n
83,Saf
4,SaffEl
1,Safled@r
3,S&fOt
1,Sal@nopst
1,Salopst
1,S&ltbrEt
1,S&ltvErk
2,Samg@fyl
2,Samhar
1,S&t@nbIlt
6,S&t@nd&sWn
4,S&t@nk&binEt
1,S&t@nrWx
1,S&t@nSpil
37,SB@r
1,SBf@lbl&t
8,SBf@lrat
105,SBfEnst@r
4,SBk@l+ert
1,SBlBf@n
89,SBSpil
62,SBSpilhBs
3,SWpx@n
3,SWdUNsUrtWl
1,SWng@fExt
1,SEltvOrt
48,Sema
5,SErflWn
2,SEr=vOrt
1,SX@rtux
8,SXzal
546,SIkzal
31,Sib@d&x
2,Sib@fEnst@r
13,Si=g@rIxt
3,Sif@rd&x
1,Sif@rg@bIrg@
8,SinbWn
8,Sin@nfar=Xk
1,Sisg@ver
6,SispUlf@r
575,SIf
4,SIfx@n
77,SIlt
38,SIlt
4,SIltdryz@nhOrmon
27,SIlf
1,SIlfror
9,SIm+vOrt
1,SIntlud@r
36,Sl&xtfElt
3,Sl&xthBs
2,Sl&xtO+@r
1,Sl&xtSIf
8,Sl&xtfi
3,SlAfx@n
15,SlafmIt@l
92,Slaf=Im@r
2,SlakvErk
48,SlakvOrt
9,Slak=Xk
3,Sl&N@ngIft
2,Sl&por
6,Sl&r&f@nl&nt
7,SlBxbot
1,SlEpSIf
6,SlEptB
2,SlXz@ntor
5,Slisf&x
1,SlItSulBf@n
1,SlI=Bg@
6,SlLsx@n
427,SlOs
6,SlYkx@n
8,SlYs@lbWn
4,SlYs@lx@n
8,SlYs@llOx
1,SlYs@lvOrt
3,SlUm@rlit
4,SlU+lOx
2,SlUsk&pit@l
44,SlUsvOrt
22,Sm&l=
2,SmEl=v&s@r
12,SmEr=@nsgElt
1,SmEr=@nskInt
1,Smid@Wz@n
1,Smid@fX@r
1,SmirfEt
2,SmirgElt
1,SmirmIt@l
8,SmirTl
1,SmorflWS
8,SmUkStYk
3,SnEpsx@n
5,Sn&psglas
3,SneglLkx@n
1,SnWd@rkOstym
8,SnElbot
3,SnElg@rIxt
1,SnElfErfar@n
1,SnItmUst@r
13,SnI=@l
8,Snyrx@n
3,SnU+tux
25,SOk
5,STnhW=ideal
1,SrXpx@n
1,SrEkbIlt
7,SrWpp&pir
4,SrIftbIlt
1,SrIftdXJ
18,SrIftStYk
3,Supf&x
1,SyrWz@n
33,SY=
19,SY=
5,Sug@SEft
2,Sul&mt
5,SUltb@vUstzWn
6,SUltg@fyl
12,SulgElt
87,Suljar
30,SulkInt
3,SulmAtx@n
9,SulSIf
11,SulzYstem
11,SUlt@rbl&t
6,SUlt@rg@lENk
44,Sulvez@n
2,Sul=XknIs
2,SU=d&x
8,SU=g@bit
1,SU=gIt@r
2,SU=glas
2,SU=mIt@l
2,SvEn=x@n
2,SvE=x@n
4,Sv&lb@nnEst
199,Sv&r=
1,Sv&r=brot
3,Sv&r=vIlt
147,SvWn
5,SvWn@flWS
4,SvWnsled@r
1,SvEml&nt
59,Sverg@vIxt
2,Svermet&l
78,Svert
9,SvEst@rSIf
58,SvImbat
5,SvImb&s0
2,SvImdOk
1,SvInd@lg@fyl
5,SvUNrat
49,Svurg@rIxt
2,zEksEk
11,zEkst@l
3,zedimEnt
9,zebat
2,zegras
1,zeklima
5,zel@nhWl
5,zel@nleb@n
1,zem&nsg&rn
1,zerExt
16,zeuf@r
41,zeg@l
9,zeg@lbot
15,zeg@lfluk=Xk
13,zeg@lSIf
1,zeg@ltux
1,zeror
1,zefErmTg@n
3,ze=EntrUm
5,zWd@l
4,zWd@np&pir
1,zWf@npUlf@r
3,zWf@nv&s@r
51,zWl
1,zWt@npOrtal
1,zWt@nrud@r
7,zWt@nSIf
95,zekretariat
1,zEkt@nvez@n
1,zEktglas
7,zEktir@rtum
16,zElpst
35,zElpstb@StImUNsrExt
60,zElpstb@vUstzWn
8,zElpstbIltnIs
7,zElpstg@fyl
1,zElpstlop
3,zElpstmItlWt
3,zElpstStudiUm
15,zElpstfErStEntnIs
30,zElpstfErtrB@n
2,zelen
12,zemifinal@
1,zEnd@=Wx@n
1,zeri@nbIlt
38,zerUm
1,zEksualfErbrEx@n
1,Sog@SEft
1,zIx@rhW=SlOs
39,zip
3,zib@nf&x@
2,zixtum
16,zidlUNsg@bit
18,zig@l
2,zIgma
1,zIgnalhOrn
1,zIgnet
3,zIgnUm
1,zIlb@nrAtz@l
152,zIlb@r
1,zIlb@rp&pir
2,zImplEks
1,zimUltanSpil
22,zInbIlt
1,ziren@ng@hXl
6,zItlIxkW=fErbrEx@n
1,zI=bat
4,zI=flWS
8,skatSpil
1,skattUrnir
10,SilBf@n
4,skI=@nbux
1,skrIpt
1,zotbrEn@n
4,zTnlWn
3,zLldn@rher
40,zofa
3,zoja
15,zojaTl
5,zol
3,zol
1,zolbat
3,zOldat@nleb@n
2,zOltbux
40,zOl
20,zolo
10,zOm@rklWt
9,zOm@rzemEst@r
20,zOnd@r&ng@bot
7,zOnd@rrExt
4,zOn@nbat
24,zOn@njar
33,zOn@nlIxt
2,zOn@nTl
24,zOn@nzYstem
1,zOntakskInt
13,zOrg@nkInt
1,zOrt@ng@SEft
59,zOrtimEnt
3,zupe
82,zOvjEtfOlk
11,zo=ialg@rIxt
33,zo=ialprodUkt
1,SpAsx@n
3,Sp&ltprodUkt
1,SpanfErk@l
9,Sp&nUNsfElt
18,Sparbux
4,Spark&s@nbux
2,Spedi=ionsg@SEft
14,SpervErf@n
5,SpWz@Ws
3,SpWz@Tl
4,SpWz@=Im@r
1,SpEktromet@r
23,SpEktrUm
1,Spekul&=ionsp&pir
1,SpErma
10,SpErg@bit
6,SpErhOl=
14,Spe=ialg@bit
1,Spe=i&lIst@ntum
1,Spe=ialtrAnIN
28,Spig@lbIlt
5,Spig@lW
2,Spig@lglas
1,Spig@lteleskop
1217,Spil
23,SpilfElt
6,Spilk&zino
38,Spil=Xk
1,Spil=Im@r
1,SpisbYrg@rtum
4,SpIn@nnE=
2,SpInrat
5,Spital
1,SplInthOl=
4,SpOrt&p=Wx@n
1,SpOrtfElt
2,SpOrtfluk=Xk
1,SpOtgElt
7,Spraxg@bit
7,Spraxg@fyl
1,Spraxgut
6,Spraxror
21,SprEx=Im@r
33,SprIxvOrt
1,SprINzWl
4,SprI=@nhBs
26,SprUxb&nt
6,SprYxlWn
1,SprUNbWn
9,SprUNbrEt
3,SpylmIt@l
2,Spylv&s@r
11,Sta=b@grApnIs
2,Sta=Wg@ntum
13,Sta=Eksam@n
60,Sta=ob@rhBpt
31,Sta=Organ
5,Sta=p&pir
1,Sta=rExt
32,Sta=teat@r
1,Sta=fErbrEx@n
5,Sta=fOlk
19,Sta=vez@n
8,St&x@lSvWn
1,St&t&rxif
18,St&tbIlt
30,St&tg@bit
6,St&thBs
2,St&trExt
45,St&tteat@r
7,St&ttor
9,St&tfIrt@l
43,St&t=EntrUm
3,StApx@n
33,StEtx@n
6,StEntx@n
4,StErkUNsmIt@l
8,StXpx@n
6,Stalb&nt
8,Stalror
66,StalvErk
2,St&ket
2,St&mbux
18,St&mhBs
31,St&mk&pital
3,St&mlokal
3,St&mpErzonal
7,St&nd&rtvErk
8,St&ntbWn
11,St&ntbIlt
29,St&nd@s&mt
5,St&ntg@rIxt
7,St&ntlIxt
2,St&ntkv&rtir
2,St&ntrExt
1,St&rkbir
1,St&rtk&pital
3,St&rtlOx
5,St&rtfErbot
1,St&rt=Wx@n
3,St&tif
2,StatUszYmbol
1,StBpkOrn
1,StBptux
1,StBv&s@r
3,StBvErk
12,Stek
1,StekrWfSpil
1,SteBfmEnx@n
3,StefErmTg@n
5,StWkWz@n
4,StWluf@r
7,StWngut
1,StWnz&l=
2,StWsbWn
37,StEl@n&ng@bot
4,StEmWz@n
9,StErb@bEt
9,StErb@gElt
2,StErb@nsvLrtx@n
20,StErnbIlt
15,StErnx@n
5,StErn@nb&n@r
206,StX@r
3,StX@r&mt
8,StX@rrat
3,StX@rrud@r
100,StIxvOrt
13,StifkInt
1,StifmYt@rx@n
21,StIft
18,StIft
2,Stilg@fyl
7,StIlleb@n
5,StImb&nt
2,StImx@n
4,StIm@ng@vIr
45,StImrExt
1,StINktir
33,StipEndiUm
1,StIrnb&nt
80,StOkvErk
15,StLkx@n
1,StTsx@n
1,StOplIxt
1,StOrx@nnEst
1,Stosg@bet
2,StrAsx@n
1,StrAslWn
1,StrXsx@n
27,Strafg@zE=bux
2,Strafm&ndat
5,StrafregIst@r
35,StraffErfar@n
5,Str&ntbat
1,Stras@nmAtx@n
4,Stras@nSIlt
2,StrBs@nW
1,Streb@rtum
42,StrWxhOl=
4,StrWxInstrumEnt
3,StrWxOrkEst@r
24,StrWflIxt
10,StrWkrExt
15,StrWtg@SprAx
1,StrWtOpjEkt
26,Stro
2,Strod&x
4,StromnE=
2,Stub@nmAtx@n
2,StudEnt@nhWm
3,Studir=Im@r
89,Studio
278,StudiUm
2,Stypx@n
843,StYk
10,StYkgut
8,StYkvErk
15,StYntx@n
5,StulbWn
43,ZUpst&ntif
4,zudet@nl&nt
1,zYl=kOt@lEt
2,zYmx@n
2,zYnd@nregIst@r
3,zYpx@n
14,zys
1,zyshOl=
7,zysv&s@r
1,zUltanat
1,zUm+l&nt
1,zUp@ngryn
6,zUp@nhun
9,zYmpoziOn
17,zYmpoziUm
22,zYndikat
6,zynonym
1,zYntez@prodUkt
1,s=enario
11,s=enariUm
5,s=Ept@r
119,te
33,t&blEt
35,t&bu
5,tEn=x@n
1,tESx@n
1,tEsx@n
6,tXSUNsm&nTv@r
1,taf@lbIlt
2,taf@lopst
7,tag@bl&t
91,tag@bux
4,tag@gElt
1,tag@sErWknIs
2,tag@sg@SprAx
29,tag@slIxt
3,tag@vErk
5,takvErk
1,t&jTr
1,t&ktg@fyl
144,tal
1,t&lkUm
1,t&mt&m
1,t&n@nhOl=
1,t&ntal
14,t&ntx@n
4,t&n=bWn
10,t&n=lokal
2,tao
11,t&S@nbux
1,t&S@nfOrmat
15,t&S@ngElt
13,t&S@nmEs@r
59,t&S@ntux
1,tatz&x@nm&terial
9,tB
8,tB
3,tBb@nhBs
2,tBxbot
5,tBx@n
9,tBSg@SEft
2,tBSOpjEkt
268,tBz@nt
12,tBvEt@r
15,tB=i@n
112,t&ksi
4,tik
1,tikhOl=
67,tim
16,tExnikUm
1,tezErvis
107,tWlx@n
8,tWlg@bit
12,telefonat
24,telefonbux
19,telefong@SprAx
5,tEmpUs
95,tEnIs
5,tErming@SEft
14,tErpEntin
17,tEr0
2,tErtiAr
13,tEsin
1,tEstat
1,tXf@lsvErk
13,teat@rStYk
1,tein
806,tema
4,tErmalbat
1,tErmoelemEnt
14,tErmomet@r
39,tif
7,tifbB&mt
26,tifdrUkg@bit
20,tifl&nt
762,tir
1,tir&zyl
9,tirx@n
1,tirepOs
1,tirkrWs=Wx@n
10,tirrWx
2,t0b@r
3,tInt@nf&s
1,tIpfrXlWn
3,tISg@bet
2,tISg@SprAx
22,tIStEnIs
