X2_phon,Freq
S5Sila,0.13
SintOk,1.8
Sinwa,24.73
Sinwaz,24.73
SinwazRi,0.31
Sjo,5.67
SjOt,12.86
Sipi,0.76
Sipolata,0.23
Sip9ndajl,0.12
Sip9ndajl,0.12
Sip9ndajlz,0.12
Sike,0.58
Sik,0.4
kiRom@sj5,0.16
kiRom@sjEn,0.16
kiRopRakt9R,0.57
SiRyRZi,11.84
SiRyRZj5,15.57
SiRyRZjEn,15.57
Sist9Ra,0.11
SjyR,0.56
klamidja,0.42
klamidje,0.42
Sl2,0.22
kloRal,0.2
klOR,0.79
kloRidRat,0.17
kloRofORm,0.63
kloRofil,0.25
kloRyR,0.33
SOk,31.46
SoSOt,1.65
Sokola,31.03
SokolatRi,0.27
SokolatjER,0.11
Sokolatje,0.11
SokOt,0.45
k9R,7
Swa,113.35
koleRa,2.52
kolEsteROl,1.81
kOlin,0.11
kolin,0.11
SOps8Ej,0.13
SOp,0.69
SOpER,0.29
Sop9R,0.29
koRegRafi,1.06
koRal,2.63
tSoRizo,1.57
koRys,0.15
Soz,1773.62
Su,29.86
Sufl9R,0.54
Suja,0.25
Sw@,0.14
Suka,0.16
SuSu,3.44
SuSut,0.21
SukRut,1.18
SwEt,3.16
Suja,0.32
SupEt,0.1
Sut,29.86
Sufl9R,0.57
kRetj5,11.96
kRetjEn,11.96
kRetj5te,0.88
kRist,1.65
kRistjanizm,2.11
kRom,0.82
kRomozom,1.72
kRonik,2.46
kRonik9R,0.69
kRonik2z,0.69
kRono,2.67
kRonoloZi,0.49
kRonomEtR,1.02
kRonometRaZ,0.37
kRizalid,0.1
kRiz@tEm,0.47
Stuj,0.42
SySOtm@,1.9
SySoti,0.13
Sylo,0.34
Sum,0.38
SyRo,0.69
Syt,25.15
S9tnE,0.23
siblaZ,0.34
sibl,33.55
sibulEt,0.95
sibulo,0.25
siseROn,0.22
sikatRis,13
sikatRizasj6,0.48
siseRo,0.68
sidR,2
sjEl,142.32
sjERZ,3.5
sj2,20.05
sigal,3
sigaR,17.15
sigaREt,65.57
sigaRijo,0.13
sigON,3.22
sigy,0.2
sil,3.57
silis,0.16
sim,1.77
sim@,5.75
simtER,0.14
sim9tjER,31.34
simje,0.18
sine,10.35
sinema,63.49
sinemaveRite,0.2
sinematEk,0.72
sinematogRaf,0.48
sinefil,0.2
s5gle,12.37
s5gle,12.37
sinOS,1.08
s5k@tEn,1.44
s5k@t,3.29
s5k@tnER,0.2
s5kjEm,5.17
s5tR,0.85
tSinzano,0.5
siRe,0.69
siRaZ,2.08
siRkasjEn,0.14
siRk6si,0.17
siRk6sizj6,1.31
siRk6feR@s,0.24
siRk6skRipsj6,0.78
siRk6st@s,21.8
siRk8i,10.23
siRkylER,0.27
siRkylasj6,10.78
siRk6navigasj6,0.14
siR,5.59
siR9R,0.45
siR2z,0.45
siRk,23.25
siRoz,0.9
sizaj,1.6
sizo,8.72
site,16.11
site,16.11
sitadEl,0.98
sitad5,1.25
sitadin,1.25
sitasj6,5.01
sitERn,4.19
sitaR,0.34
sitwaj5,29.6
sitwajEn,29.6
sitwajEnte,1.13
sitRat,0.2
sitR6,10.92
sitRonad,0.58
sitRonEl,0.46
sitRonje,0.21
sitRuj,1.88
sitRys,0.17
s5ti,0.54
sivEl,0.3
sivE,0.88
sivEt,0.15
sivjER,2.42
sivil,14.23
sivil,14.23
sivilize,0.6
sivilizasj6,12.43
sivilite,1.48
sivizm,0.26
klotyR,6
kle,118.13
klebaR,1.65
klematit,0.14
klem@s,3.44
klER,12.79
klER,6.8
klERjER,1.84
klER6,2.19
klERvwaj@s,0.67
klam,0.34
klam9R,0.9
kl@p,1.09
kl@,8.83
kl@de,0.19
kl@dEst5,2.86
kl@dEstin,2.86
kl@dEstinite,0.48
klap,1.43
klapE,1.15
klapje,0.3
klapo,0.16
klapoti,0.3
klakaZ,0.1
klakmERd,0.19
klakm@,0.96
klakEt,1.71
klaRin,0.4
klaRinEt,2.21
klaRis,0.33
klaRte,4.62
klaS,1.7
klas,78.99
klasm@,2.65
klas9R,0.69
klasifikasj6,0.59
kloz,3.47
klostRofOb,0.11
klostRofobi,0.26
klavs5,0.75
klavikyl,1.96
klavje,1.77
klEjmoR,0.2
klEps,2
kle,24.32
klER,0.82
klERZe,2.08
klik,1.17
kliSe,7.59
klik,0.4
klij@,112.12
klij@tEl,3.88
klij@t,112.12
kliNm@,0.14
kliNot@,1
klima,7.21
klimatizasj6,1.79
klimatiz9R,0.85
klimaks,0.18
kl5,3.97
klinik,18.79
klink9R,0.14
klip,2.98
klip9R,0.5
klik,2.78
klikE,0.16
klikti,0.38
klito,0.36
klitoRis,1.28
klwatR,0.89
kloak,0.75
kloSaR,3.88
kloSaRd,3.88
klOS,19.72
kloSe,2.38
kloSEt,3.43
klodo,4.12
klwaz6,2.83
klonaZ,1.05
klon,3.49
klopinEt,0.94
klopORt,0.7
klOk,1.43
klo,0.19
klu,13.83
klue,0.11
klu9R,0.16
klu2z,0.16
klutje,0.62
kl9b,67.51
klistER,0.14
s@timEtR,10.89
koekipjER,4.21
koekipje,0.21
koot9R,0.46
kopilOt,0.49
kopRodyksj6,0.11
ko5sid@s,18.04
koit,0.83
ku,5.04
koekipje,4.21
kotS,7.37
koagyl@,0.15
koagylasj6,0.33
koalisj6,1.34
koasm@,0.14
koot9R,0.12
kobalt,0.55
kobaj,4.27
kobRa,4.24
kokakola,0.41
kokain,5.57
kokaN,0.56
kokaR,0.19
kokaRd,0.25
koksinEl,1.33
kOksis,0.69
koSe,2.5
kOS,1.23
koS6,31.18
koS6ste,0.24
koSOn,31.18
koSOnRi,5.25
koSonE,0.76
kokER,0.47
koknE,0.24
kOkpit,1.93
kOktEl,10.27
kok6,1.65
kokoRiko,1.27
kokotje,0.73
kokOt,3.47
koky,3.78
koky,3.78
koda,0.14
kodein,0.21
kodetny,0.17
kodaZ,0.3
kOd,51.27
kOdbaR,0.18
kodEks,0.62
kodifikasj6,0.15
koefisj@,0.99
koERsisj6,0.48
k9R,239.97
koEgzist@s,0.49
kOfiSOp,0.1
kof5,0.33
kOfR,39.35
kOfR9fOR,4.62
kofRE,1.98
kof6dat9R,0.29
kof6datRis,0.29
koZitasj6,0.21
koNe,0.25
koNak,12.07
koNasje,0.5
kON,0.92
koN9R,0.48
koN2z,0.48
koeR@s,0.46
koeRitje,0.14
koezj6,0.47
koabitasj6,0.2
koORt,0.78
koy,0.89
kwaf,0.64
kwaf9R,14.26
kwaf2z,14.26
kwafyR,10.46
kw5,99.51
kw5kw5,0.19
kw5,2.13
kok,8.54
kOl,9.72
kOlvER,0.12
kola,0.45
kolER,68.9
koleOptER,0.64
kOlSisin,0.13
kolibRi,0.33
kolifiSE,0.32
kol5,0.27
kol5majaR,0.93
kolik,1.4
kolik,1.4
koli,7.5
kolit,0.27
kolEZ,11.58
koleZj5,0.89
koleZjEn,0.89
kolaboRat9R,4.55
kolaboRasj6,5.12
kolaboRatRis,4.55
kolaZEn,1.23
kolaZ,1.31
kol@,4.28
kol@t,4.28
kolapsys,0.17
kolasj6,0.92
kOl,8.11
kolEkt,3.13
kolEkt9R,0.87
kolEktif,3.44
kolEksj6,16.93
kolEksjon9R,1.82
kolEksjon2z,1.82
kOlEksj6,16.93
kolEktivizm,0.14
kolEktivite,0.42
kOlEktOR,0.24
kolE,1.11
kol9R,0.11
kolE,0.28
kolje,19.91
koliN6,2.54
kolimat9R,0.69
kolin,26.39
kolizj6,3.91
kolOk,0.7
kolyzj6,0.1
koliR,0.5
kolo,1.11
kolokasj6,0.23
kol6b,6.84
kol6bj5,1.17
kol6bjEn,1.17
kol6bje,0.12
kol6bofili,0.14
kol6,2.79
kolonEl,103.7
kolonEl,103.7
kolonjal,0.49
kolonjalizm,0.34
kolonjalist,0.26
kolonjo,0.49
koloni,8.75
kolonize,0.14
kolonizasj6,0.71
kolonad,0.17
kolOn,11.95
kolofan,0.28
koloR@,0.42
koloRasj6,0.67
koloRatyR,0.14
koloRjaZ,0.49
koloRi,0.39
kolOskopi,0.13
kolOs,2.72
kOlpORt9R,0.53
kOlpORt2z,0.53
kOlt,0.97
kOlvER,0.19
kOm,40.9
koma,12.66
komEt,2.28
komedi,22.11
komedj5,6.5
komedjEn,6.5
kOm@S,0.36
k6ba,64.83
k6bativite,0.28
k6bat@,6.28
k6bat@t,6.28
k6bi,0.69
k6bine,1.13
k6binEz6,14.56
k6binaR,0.5
k6bina,0.23
k6bin,6.84
k6bl,8.56
k6bo,0.4
k6bystibl,1.27
k6bystj6,3.78
komEstibl,0.11
komik,0.69
komite,18.72
komER,2.36
komemoRasj6,0.45
komeRaZ,1.54
komand,0.44
kom@d@,55.24
kom@d,31.36
kom@dm@,20.47
kom@dRi,0.14
kom@d9R,2.55
kom@do,5.39
kom@sm@,6.41
kom@,0.78
kom@tER,13.94
kom@tat9R,0.61
kOm@tatRis,0.61
komERs@,4.34
komERs@t,4.34
komERs,19.57
komERsjal,0.63
komERsjal,0.63
komERsjalizasj6,0.15
komERsjo,0.63
komi,2.99
komizeRasj6,0.14
komisaRja,15.05
komisj6,24.5
komOd,3.36
komodite,0.4
komodOR,1
komosj6,2.24
kom1,13.98
komynal,0.14
komynal,0.14
komynaR,0.1
komynote,23.36
komyno,0.14
komyn,3.19
komynj@,0.28
komynj@t,0.28
komynikat9R,0.49
komynikasj6,18.17
komynj6,5.01
komynike,4.29
komynizm,4.29
komytat9R,0.48
komytasj6,0.11
k6pER,2.13
k6pet@s,5.98
k6petit9R,0.34
k6petisj6,9.15
k6petitRis,0.34
k6pakt,0.15
k6pakt9R,0.13
k6padR,0.42
k6paN,22.2
k6paNi,73.78
k6paN6,22.2
k6paNonaZ,0.14
k6paNOn,22.2
k6paREz6,5.25
k6paRtim@,6.73
k6paRysj6,0.34
k6pa,1.5
k6pasj6,10.15
k6patibilite,0.4
k6patibl,0.24
k6p@sasj6,3.33
k6pil,0.19
k6pilasj6,0.29
k6plEtm@,0.16
k6plem@,1.25
k6pletyd,0.14
k6pl5t,0.66
k6plEz@s,0.94
k6plE,4.46
k6plEks,5.95
k6plEksite,1.28
k6plikasj6,4.59
k6plisite,5.61
k6plim@,17.18
k6plo,10.45
k6plot9R,0.19
k6plOt2z,0.19
k6pORt9m@,20.94
k6poze,0.7
k6poze,0.7
k6poz@,2.81
k6poz@t,2.81
k6poz9R,0.69
k6pozit,0.1
k6pozit9R,4.32
k6pozisj6,3.99
k6pozitRis,4.32
k6pOst,0.15
k6pOt,3.01
k6pRe@sj6,5.85
k6pREs,1.86
k6pREs9R,0.88
k6pREsj6,1.45
k6pRime,4.27
k6pRomi,6.26
k6pRomisj6,0.29
k6tabilite,4.37
k6taZ,0.3
k6t@,1.25
k6t,160.95
k6tgut,0.45
k6tR@dy,2.21
k6t9R,4.81
k6tin,2
k6twaR,8.66
k6pylsj6,0.17
k6pyte,0.17
k6pyt9R,0.17
k6te,11.64
k6t,27.36
k6tEs,27.36
k6,122.62
konaR,0.19
konaRd,0.19
konas,0.34
k6kas9R,0.19
k6s@tRe,0.57
k6s@tRat9R,0.12
k6s@tRasj6,8.54
k6sEpt,8.66
k6sEpt9R,0.77
k6sEpsj6,4.37
k6sEptRis,0.77
k6sER,31.65
k6sERtasj6,0.17
k6sERto,1.63
k6sesj6,5.31
k6sesjonER,0.7
k6sil,0.17
k6siljabyl,0.28
k6siljat9R,0.1
k6siljasj6,0.64
k6siljatRis,0.1
k6sizj6,0.31
k6sitwaj5,4.46
k6sitwajEn,4.46
k6klyzj6,13.9
k6k6bR,2.75
k6kORd@s,0.45
k6kORd,0.28
k6kuR,23.89
k6kRE,1.27
k6kyb5,1.98
k6kybinaZ,0.77
k6kybin,1.98
k6kypis@s,0.38
k6kyR@s,6
k6kyR@,6.36
k6de,0.1
k6dane,9.31
k6dane,9.31
k6danasj6,6.79
k6d@sat9R,1.02
k6d@sasj6,0.28
k6des@d@s,0.7
k6dim@,0.68
k6disj6,46.73
k6disjOnm@,0.52
k6do,1.01
k6dole@s,10.82
k6dOm,0.18
k6dOR,1.33
k6dykt9R,10.94
k6dyktRis,10.94
k6d8i,5.89
k6d8it,19.2
k6fedeRe,0.95
k6fedeRasj6,0.56
k6feR@s,19.86
k6feR@sjER,0.43
k6feR@sje,0.43
k6fEksj6,0.61
k6fEksjon9R,0.14
k6fEksjon2z,0.14
k6fEs,0.72
k6fEs9R,1.86
k6fesj6,12.84
k6fEsjonal,1.4
k6fEsjono,1.4
k6feti,1.08
k6fj@s,162.9
k6fid@s,3.28
k6fid@,1.28
k6fid@t,1.28
k6fid@sjalite,1.31
k6figyRasj6,1.15
k6finm@,1.01
k6f5,1.66
k6fiRmasj6,5.55
k6fiskasj6,0.47
k6fizRi,1.56
k6fiz9R,0.27
k6fiz2z,0.27
k6fi,0.17
k6fityR,7.41
k6fli,13.79
k6fly@s,0.27
k6fly@,0.21
k6fORmizm,1.22
k6fORmite,0.52
k6fOR,6.02
k6fRER,3.98
k6fReRi,3.02
k6fR6tasj6,2.44
k6fyzj6,8.53
k6ga,0.2
k6Ze,20.74
k6Zelat9R,2
k6Zelasj6,0.49
k6ZenER,0.38
k6ZenER,0.38
k6ZEstj6,1.1
k6glomeRa,0.44
k6gRE,15.77
k6gRegasj6,1.34
k6gR,0.44
konifER,0.15
k6ZEktyR,0.65
k6Zw5,0.98
k6Zw5t,0.98
k6Z6ksj6,0.41
k6Z6ktivit,0.54
k6Z6ktyR,0.8
k6ZygEz6,0.14
k6ZyRe,0.56
k6ZyRe,0.56
k6ZyRasj6,0.32
konetabl,0.11
konEs@s,43.08
konEs9R,1.36
konEs2z,1.36
konaR,50.13
konas,5.29
kOn,122.62
kono,0.16
kOnRi,95.42
konEksj6,4.45
koniv@s,0.74
konotasj6,0.54
k6keR@,1.34
k6keR@t,1.34
k6kEt,5.95
k6k,0.48
k6kistadOR,0.38
k6sekRasj6,0.37
k6sek@s,19.27
k6s@ginite,0.22
k6sj@s,45.53
k6sj@,1.17
k6skRipsj6,0.16
k6skRi,0.27
k6sEj,87.14
k6sejER,23.02
k6sEjER,23.02
k6seje,23.02
k6sEje,23.02
k6s5sys,0.65
k6s@tm@,3.56
k6sERvat9R,1.68
k6sERvasj6,0.85
k6sERvatwaR,4.68
k6sERvatRis,0.2
k6sERv,5.5
k6sERvRi,0.68
k6sideRasj6,5.6
k6siNasj6,0.4
k6siN,5.24
k6sist@s,1.31
k6so,0.19
k6s9R,0.17
k6solat9R,0.29
k6solasj6,4.84
k6solatRis,0.29
k6sOl,2.78
k6solidasj6,0.2
k6some,0.2
k6somat9R,1.9
k6somasj6,3.7
k6somatRis,1.9
k6s6psj6,0.27
k6son@s,0.19
k6sOn,0.45
k6sOR,0.3
k6sORsjOm,0.81
k6sORtijOm,0.81
k6spiRat9R,0.85
k6spiRasj6,5.24
k6spiRatRis,0.85
k6st@s,0.99
k6st@t,1.54
k6sta,1.38
k6statasj6,0.54
k6stElasj6,1.86
k6stERnasj6,0.69
k6stipe,0.34
k6stipe,0.34
k6stipasj6,0.41
k6stit8@,0.27
k6stit8@t,0.27
k6stitysj6,6.74
k6stRikt9R,0.11
k6stRykt9R,1.81
k6stRyksj6,13.12
k6syl,3.95
k6syla,3.84
k6sylt@,1.76
k6sylt@t,1.76
k6syltasj6,4.59
k6symeRizm,0.43
k6takt,69.85
k6taZj2z,0.1
k6taZj2,0.1
k6taZj6,1.21
k6tEnER,3
k6tEn9R,3
k6taminasj6,2.27
k6t,13.3
k6t@platif,0.17
k6t@plasj6,0.44
k6t@poR5,0.53
k6t@poREn,0.53
k6t@pt9R,0.14
k6tn@s,0.41
k6tn@,0.5
k6tn9R,2.92
k6t@,7.22
k6t@tm@,0.15
k6t@sj2,0.28
k6t@sj6,0.17
k6t@tj6,0.17
k6tny,6.34
k6tEstasj6,0.97
k6tEst,0.54
k6t9R,1.29
k6t2z,1.29
k6tEkst,4.5
k6tin@s,0.1
k6tin@,6.92
k6tin@tal,1
k6tin@tal,1
k6tin@to,1
k6t5Z@s,0.11
k6t5Z@,0.77
k6tiny,0.72
k6tin8at9R,0.11
k6tin8asj6,1.09
k6tin8ite,0.45
k6tin8Om,0.55
k6tORsj6,0.16
k6tuR,2.09
k6tuRn9m@,0.14
k6tRa,0.2
k6tRol,66.28
k6tRol9R,8.93
k6tRol2z,8.93
k6tRe,2.77
k6tRasEptif,0.55
k6tRasEpsj6,0.66
k6tRaksj6,3.05
k6tRakt8El,0.71
k6tRakt8El,0.71
k6tRadiksj6,2.09
k6tR5t,2.94
k6tR5t,1.13
k6tRER,62.13
k6tRalto,0.28
k6tRaRjete,0.58
k6tRast,1.48
k6tRa,53.23
k6tRav@sj6,2.76
k6tR,5.43
k6tRamiRal,0.19
k6tRatak,1.46
k6tR9kuR@,0.59
k6tREspjonaZ,0.67
k6tREkspERtiz,0.52
k6tR5tERogatwaR,0.48
k6tR9ZuR,0.39
k6tR2lam6tR,0.8
k6tR2m2zyR,0.42
k6tR9m9zyR,0.42
k6tRof@siv,0.29
k6tRORdR,0.47
k6tR2pERfORm@s,0.14
k6tR9pERfORm@s,0.14
k6tR9plake,0.1
k6tR9pl6Ze,0.23
k6tR9pRopozisj6,0.4
k6tR9Revolysj6,0.37
k6tR9tORpij9R,0.2
k6tR9b@d,3.72
k6tR9b@djER,1.43
k6tR9b@dje,1.43
k6tR9bas,0.41
k6tR9S@,0.46
k6tR9k9R,0.69
k6tR9ku,0.26
k6tR9d@s,0.5
k6tR9di,0.15
k6tR9fas6,1.12
k6tR9mEtR,3.65
k6tR9paRti,1.33
k6tR9plake,0.15
k6tR9pwa,0.56
k6tR9pw5,0.33
k6tREskaRp,0.14
k6tR9s5,0.21
k6tR9s@s,0.5
k6tR9t@,1.43
k6tR9v9n@,0.5
k6tRibysj6,4.03
k6tRisj6,0.87
k6tRORdR,0.41
k6tRovERs,1.38
k6tyzj6,3.23
k6v5ky,0.29
k6vales@s,1.65
k6vales@,0.16
k6valEs@,0.16
k6vn@s,1.82
k6v@sj6,7.44
k6vERZ@s,0.24
k6vERsasj6,42.17
k6vERsj6,1.91
k6vERti,0.94
k6vERti,0.94
k6vERtis9R,0.35
k6viksj6,13.32
k6vivjalite,0.42
k6vokasj6,1.78
k6vwa,9.39
k6vwatiz,1.05
k6vwajaZ,0.1
k6vwaj9R,1.1
k6vwaj2z,1.1
k6vylsj6,1.6
kuki,8.22
kukiz,8.22
kuli,0.16
koopeR@,0.1
koopeR@t,0.1
koopeRasj6,5.21
koopeRativ,1.66
koORdinat9R,0.83
koORdinasj6,1.36
koORdinatRis,0.83
koORdone,8.3
koORdone,0.16
kOp,0.63
kop5,158.62
kopo,0.67
kopi,25.7
kopj9R,0.3
kopj2z,0.3
kopilOt,1.5
kopin,158.62
kopRodykt9R,0.11
kopRodyksj6,0.16
kopRofaZi,0.2
kopRopRijete,0.56
kOp,0.41
kopylasj6,0.19
kopyl,0.14
kopiRajt,0.41
kOk,12.47
kokaR,0.34
kokaR,0.11
kOk,5
kOklE,0.1
kOkliko,1.05
kOklyS,1.01
kOktje,0.29
kokEt,0.71
kokEtRi,0.63
kokijaZ,2.66
kokij,4.92
kok5,7.55
kokin,7.55
kOR,3.35
koRe,0.4
koRe5,1.79
koReEn,1.79
koRaj,1.43
kORamin,0.1
koR@,1.96
koRo,1.43
kORbo,5.72
kORbEj,2.71
kORbijaR,1.63
kORb5,0.14
kORdaZ,0.27
kORd,38.57
kORdo,0.2
kORd9lEt,0.11
kORdEl,0.2
kORdjal,0.44
kORdijER,0.28
kORdit,0.13
kORd6,5.21
kORd6bl2,0.27
kORdOnRi,0.16
kORdonE,0.16
kORdonjER,1.86
kORdonje,1.86
koRj@dR,0.24
koR5tj5,0.45
kORmoR@,0.26
kORnflEks,0.22
kORnflEks,0.14
kORne,0.85
kORnaR,0.71
kORn,7.79
kORnEj,0.86
kORn9myz,1.38
koRnER,0.3
kORnER,0.3
kORnE,1.85
kORnjo,0.95
kORniS,0.81
kORniS6,4.17
koROl,0.4
koRona,0.5
koRonER,2.02
kORpoRal,0.11
kORpoRasj6,0.77
kOR,250.15
kORpyl@s,0.54
kORpys,0.38
kORpyskyl,0.25
koRelasj6,0.17
koRal,0.9
koREkt9R,0.28
koREksj6,8.89
koREksjonEl,0.47
koReZidOR,0.15
koREsp6d@s,5.71
koREsp6d@,2.59
koREsp6d@t,2.59
koRida,1.88
koRidOR,1.84
koR6py,1.02
koRozj6,0.18
koRypt9R,0.3
koRypsj6,6.59
koRyptRis,0.3
kORsaZ,1.44
kORsE,2.04
kORso,0.48
kORtEZ,2.91
kORtEks,8.68
kORtizOn,1.28
kORve,6.32
kORvEt,1.32
kosinys,0.28
kOsmos,2.34
kOs,0.62
kOstaR,3.81
kOsto,3.37
kOstym,51.42
kOstymjER,0.42
kOstymje,0.42
kozi,0.12
kotasj6,0.31
kOt,8.48
koto,0.41
kOtRi,0.14
kotij6,0.32
kotizasj6,0.96
kot6,10.09
kot6tiZ,0.43
kotaZ,1.54
kOt,0.32
ku,44.09
kwak,0.14
kwaR,0.25
kwaRdiz,0.1
kuSe,4.6
kuSaZ,1.86
kuS@,0.62
kuS,19.95
kuSkylOt,0.22
kuSe,7.8
kuSRi,0.44
kuSEt,1.99
kuku,13.16
kud,10.19
kwan,0.53
kwEt,1.58
kuf5,1.48
kugaR,0.72
kwik,0.64
kuj,38.8
kuj6,5.75
kujonad,0.82
kule,0.42
kule,0.62
kulaZ,0.17
kul,1.14
kul9R,82.25
kul9vR,0.89
kul9vRin,0.23
kuli,0.58
kulis,4.5
kulwaR,29.17
ku,471.82
kudpw5,0.13
kupe,1.33
kupe,0.85
kup,33.02
kupSu,0.14
kupsiRk8i,0.13
kupkup,0.1
kupf2,0.12
kupgORZ,0.28
kup6gl,0.26
kuppapje,0.36
kupv@,0.31
kupRE,0.42
kup9R,0.55
kup2z,0.55
kuplaZ,0.11
kupl,49.62
kuplE,1.31
kupl9R,0.18
kupOl,1.16
kup6,1.69
kupyR,10.48
kuR,71.8
kuRaZ,70.73
kuR@,111.58
kuR@t,0.13
kuRbatyR,0.39
kuRb,3
kuRbEt,0.69
kuRbyR,0.33
kuR9R,5.52
kuR2z,5.52
kuRZ,2.46
kuRZEt,1.24
kuROn,23.15
kuROnm@,2.4
kuRjEl,0.24
kuRje,23.98
kuRwa,1.05
kuRu,3.55
kuRs,72.48
kuRspuRs8it,0.34
kuRsjER,4.81
kuRsje,4.81
kuRsiv,0.34
kuR,8.39
kuRbuj6,0.29
kuRsiRk8i,1.53
kuRmetRaZ,0.17
kuRtaZ,0.36
kuRtjER,2.96
kuRtje,2.96
kuRtiz@,2.58
kuRtizan,2.58
kuRtwazi,4.59
kuskus,1.05
kuskusje,0.15
kuz5,73.87
kuzin,73.87
kus5,4.41
kuto,58.15
kutym,10.46
kutyR,5.52
kutyRjER,3.52
kutyRje,3.52
kuve,0.2
kuv@,16.83
kuvERkl,2.71
kuvER,7.98
kuvERtyR,34.39
kuv2z,0.51
kuvR9Sef,0.58
kuvR9f2,3.63
kuvR9li,0.33
kuvR9R,0.41
kOv9Rg9Rl,0.14
kojOt,4.01
kRES,3.91
kREv,5.79
kRan,28.6
kRan9R,0.6
kRan2z,0.6
kRe@s,1.09
kRe@sje,1.42
kReat9R,6.54
kReatif,0.33
kReatin,0.13
kReatinin,0.15
kReasj6,11.15
kReasjonizm,0.14
kReativite,2.15
kReatRis,6.54
kReatyR,35.22
kRedibilite,1.89
kRedi,28.21
kRedit9R,0.22
kRedylite,0.75
kRemajER,1.14
kRemasj6,0.78
kRematwaR,0.92
kRematORjOm,0.81
kREmRi,0.27
kRemjER,0.34
kRemje,0.34
kReno,1.76
kRepi,0.14
kRepitm@,0.42
kRepyskyl,7.35
kRetase,0.23
kRet5,33.54
kRetin,33.54
kREt,4.23
kRab,8.14
kRabs,0.41
kRak,2.85
kRaSa,1.34
kRaS9R,0.33
kRaS2z,0.33
kRaSwaR,0.56
kRak,7.77
kRakER,2.22
kRak9R,2.22
kRE,5.8
kR5t,14.54
kR@p,5.18
kR@p6,1.49
kR@,13.97
kRan,0.96
kRapo,11.3
kRap,0.73
kRapyl,7.09
kRak,0.55
kRakl5,1.01
kRaklyR,0.14
kRakm@,2.48
kRaS,6.68
kRas,3.29
kRatER,2.79
kRavaS,0.58
kRavat,17.92
kREj6,10.97
kRedo,0.78
kRik,0.78
kRematORjOm,0.22
kReSEndo,0.28
kRes6,0.24
kR2zE,0.21
kR2,2.83
kR9vEz6,0.63
kR9vaR,0.29
kR9vaRd,0.29
kR9vas,1.16
kR9vEt,9.03
kR9v9tje,0.16
kR9vyR,0.52
kRi,45.58
kRibl,0.92
kRik,1.2
kRikEt,2.94
kRikRi,0.28
kRij9R,0.34
kRij2z,0.34
kRim,104.07
kRiminalite,1.91
kRiminEl,35.62
kRiminEl,35.62
kRiminoloZi,0.48
kR5,0.46
kRinjER,2.28
kRinolin,0.15
kRik,1.1
kRikE,1.29
kRiz,50.15
kRisp5,0.1
kRism@,1.77
kRistal,10.22
kRistal5,0.17
kRistalizasj6,0.2
kRisto,10.22
kRitER,3.55
kRiteRjOm,0.38
kRut,5.81
kRut6,0.91
kRo,3.19
kRo@Z@b,0.16
kROS,0.26
kROSpat,0.17
kROSpje,0.56
kRoSE,10.69
kROSt9R,0.29
kRoko,1.51
kRokodil,9.26
kRwaze,0.59
kRwaze,0.19
kRwazad,4.21
kRwazm@,2.7
kRwaz9R,2.46
kRwazjER,5.47
kRwas@s,4.16
kRwas@,3.85
kRwa,29.1
kRun9R,0.25
kRok@,0.23
kROkmitEn,0.61
kROkm9sj2,0.28
kROkmOR,2.2
kROk9mitEn,0.39
kRokE,0.42
kRokEt,2.04
kROk9R,0.17
kRok2z,0.17
kRoki,2.63
kROs,0.22
kROs,2.27
kRotal,0.82
kRot6,0.28
kROt,6.52
kRot5,0.58
kRul@,0.92
kRul@t,0.92
kRup,0.96
kRupje,0.63
kRupj6,0.52
kRwaj@s,7.95
kRwaj@,2.99
kRwaj@t,2.99
kRy,1.95
kRyote,5.8
kRyS,3.04
kRysifje,0.2
kRysifi,1.22
kRysifiksj6,0.69
kRydite,0.45
kRy,1.35
kRuze,0.17
kR9mb9l,0.11
kRystase,0.95
kRuzERo,0.8
kRuzEROs,0.8
kRijofRaktyR,0.14
kRijoZeni,0.27
kRijoZenizasj6,0.17
kRiptaZ,0.52
kRipt,2.91
kRiptogRam,0.4
kRiptogRafi,0.1
ksaRdas,0.3
kybaZ,0.14
kyb5,2.69
kybEn,2.69
kyb,2.81
kybitys,0.2
kukaRatSa,0.15
kykyRbitase,0.14
k9jEt,0.57
k9j9R,0.24
k9j2z,0.24
kwEsta,0.39
kueva,0.23
kuevas,0.23
k8ik8i,0.15
k8ijER,7.3
k8ijER,2.5
k8ijeRe,1.15
k8iR,14.25
k8iRase,1.48
k8iRas,1.07
k8iRasje,0.25
k8iz9R,0.1
k8izin,87.92
k8izinjER,15.89
k8izinje,15.89
k8isaRd,0.26
k8is,12.73
k8iso,0.14
k8is6,1.39
k8iso,0.11
k8isto,2.46
k8istR,0.11
k8it,1.64
k8ivR,5.64
ky,150.81
kybl@,0.16
kydZat,0.54
kydsak,0.8
kytER2,2.23
kylas,0.6
kylbyt,1.72
kylo,9.73
kylOt,18.14
kylpabilite,11.57
kylt,5.37
kyltivat9R,0.82
kyltivatRis,0.82
kyltyR,22.65
kyltyRizm,0.41
kyltyRist,0.14
kym5,0.5
kynil5gys,0.24
kypidite,1.77
kyRe,15.73
kyRaj6,0.14
kyRaR,0.22
kyR,6.08
kyRd@,1.39
kyRtaZ,0.14
kyRt6,0.38
kyRj2z,4.38
kyRj2,4.38
kyRjozite,14.01
k9RliG,0.12
kyRikyla,0.23
kyRikylOm,0.23
